timestamp,position lat,position long,heart rate,cadence,distance,temperature,fractional cadence,enhanced speed,km/hr speed,time/km,enhanced altitude,cycle length 16,performance condition,,wrist heart rate
1084946045,-404047659,1803238227,142,78,284145,18,64,2118,7.6248,7.869058861,2492,0,,88,142
1084946055,-404048360,1803235750,141,78,286178,18,0,2099,7.5564,7.940289027,2494,0,,88,141
1084946061,-404049250,1803234362,139,77,287538,18,0,2090,7.524,7.974481659,2493,0,,72,139
1084946070,-404050330,1803232232,138,77,289477,18,0,2090,7.524,7.974481659,2493,0,,57,138
1084946079,-404051363,1803230188,142,78,291335,18,0,2090,7.524,7.974481659,2495,0,,147,142
1084946083,-404051753,1803229198,138,79,292181,18,0,2081,7.4916,8.008970046,2495,894,,176,138
1084946084,-404051867,1803228972,141,79,292386,18,0,2081,7.4916,8.008970046,2495,894,,176,141
1084946087,-404052206,1803228287,141,79,293004,18,0,2081,7.4916,8.008970046,2494,0,,176,141
1084946096,-404053301,1803226054,141,79,295014,18,0,2090,7.524,7.974481659,2492,0,,176,141
1084946098,-404053545,1803225587,141,78,295442,18,0,2099,7.5564,7.940289027,2490,0,,176,141
1084946107,-404054795,1803223293,141,79,297564,18,64,2127,7.6572,7.83576242,2495,0,,176,141
1084946108,-404054973,1803223018,141,79,297832,18,64,2137,7.6932,7.799095305,2496,894,,176,141
1084946117,-404056094,1803220516,142,80,300035,18,0,2202,7.9272,7.568876779,2493,,,72,142
1084946121,-404056627,1803219461,142,79,300992,18,64,2230,8.028,7.473841555,2493,0,,72,142
1084946130,-404057356,1803216917,144,78,303083,18,0,2277,8.1972,7.319572537,2490,894,,129,144
1084946131,-404057430,1803216709,145,78,303258,18,0,2277,8.1972,7.319572537,2490,894,,108,145
1084946141,-404057983,1803214139,146,79,305321,18,64,2249,8.0964,7.410701052,2491,894,,88,146
1084946142,-404058015,1803213844,146,79,305548,18,0,2249,8.0964,7.410701052,2491,0,,88,146
1084946150,-404058575,1803211450,143,79,307477,18,64,2239,8.0604,7.443799315,2486,0,,108,143
1084946157,-404058975,1803209483,140,79,309044,18,64,2258,8.1288,7.381163271,2490,0,,88,140
1084946159,-404059127,1803208913,140,79,309510,18,64,2258,8.1288,7.381163271,2490,0,,88,140
1084946163,-404059462,1803207744,144,80,310465,18,0,2258,8.1288,7.381163271,2490,0,,147,144
1084946164,-404059563,1803207478,140,80,310691,18,0,2258,8.1288,7.381163271,2490,0,,147,140
1084946167,-404059732,1803206656,140,82,311346,18,0,2267,8.1612,7.351860021,2489,0,,147,140
1084946175,-404060257,1803204350,141,80,313201,18,0,2267,8.1612,7.351860021,2487,0,,108,141
1084946181,-404060926,1803202584,144,78,314697,18,0,2277,8.1972,7.319572537,2489,0,,72,144
1084946183,-404061140,1803202058,146,77,315150,18,64,2277,8.1972,7.319572537,2490,0,,88,146
1084946186,-404061469,1803201312,149,78,315802,18,0,2286,8.2296,7.290755322,2491,0,,108,149
1084946192,-404062129,1803199887,150,81,317071,18,0,2286,8.2296,7.290755322,2491,0,,108,150
1084946198,-404062569,1803198531,147,77,318197,18,64,2258,8.1288,7.381163271,2489,0,,162,147
1084946199,-404062664,1803198323,150,76,318380,18,64,2249,8.0964,7.410701052,2489,0,,176,150
1084946201,-404062809,1803197881,150,76,318749,18,64,2230,8.028,7.473841555,2488,0,,176,150
1084946202,-404062900,1803197654,147,76,318944,18,64,2211,7.9596,7.53806724,2488,0,,176,147
1084946210,-404063425,1803195619,147,78,320611,18,0,2146,7.7256,7.766387077,2489,0,,88,147
1084946215,-404063643,1803194301,145,77,321652,18,0,2127,7.6572,7.83576242,2490,0,,147,145
1084946216,-404063644,1803194099,145,77,321808,18,0,2127,7.6572,7.83576242,2490,0,,147,145
1084946219,-404063832,1803193351,144,78,322418,18,0,2118,7.6248,7.869058861,2491,0,,162,144
1084946226,-404064424,1803191706,141,78,323804,18,0,2109,7.5924,7.902639482,2489,894,,88,141
1084946227,-404064522,1803191443,141,78,324027,17,0,2109,7.5924,7.902639482,2489,894,,88,141
1084946231,-404064960,1803190498,141,76,324869,17,64,2099,7.5564,7.940289027,2489,894,,147,141
1084946233,-404065136,1803190022,141,77,325268,17,64,2099,7.5564,7.940289027,2488,0,,147,141
1084946240,-404065905,1803188725,141,78,326520,17,0,2071,7.4556,8.047642041,2488,0,,147,141
1084946246,-404066879,1803187816,141,79,327657,17,64,2043,7.3548,8.157937673,2486,0,,147,141
1084946255,-404068243,1803186190,141,78,329444,17,0,2006,7.2216,8.308408109,2489,0,,176,141
1084946262,-404069324,1803185353,142,77,330632,17,0,1959,7.0524,8.507742045,2487,0,,162,142
1084946272,-404071363,1803184040,144,79,332782,17,64,1922,6.9192,8.671522719,2486,894,,176,144
1084946274,-404071800,1803183827,143,79,333221,17,64,1922,6.9192,8.671522719,2486,894,,176,143
1084946284,-404074024,1803182937,142,80,335408,17,0,1959,7.0524,8.507742045,2489,0,,176,142
1084946294,-404076390,1803182637,140,79,337624,17,64,1987,7.1532,8.387854387,2485,0,,176,140
1084946296,-404076867,1803182594,140,80,338068,17,0,1997,7.1892,8.345852112,2485,0,,176,140
1084946302,-404078299,1803182577,139,80,339399,17,0,2034,7.3224,8.194034743,2485,0,,176,139
1084946308,-404079789,1803182792,140,81,340794,17,0,2062,7.4232,8.08276754,2484,0,,176,140
1084946315,-404081512,1803183416,141,81,342465,17,0,2099,7.5564,7.940289027,2484,0,,176,141
1084946317,-404081970,1803183548,141,81,342901,17,0,2109,7.5924,7.902639482,2484,0,,176,141
1084946325,-404083714,1803184334,141,80,344635,17,0,2146,7.7256,7.766387077,2486,0,,176,141
1084946332,-404085194,1803185358,144,79,346221,17,64,2165,7.794,7.698229407,2489,894,,176,144
1084946335,-404085763,1803185819,145,80,346860,17,0,2165,7.794,7.698229407,2489,0,,176,145
1084946345,-404087412,1803187836,146,79,349062,17,64,2174,7.8264,7.666360012,2487,0,,162,146
1084946354,-404088782,1803189801,146,79,351070,17,0,2202,7.9272,7.568876779,2488,0,,162,146
1084946355,-404088885,1803190034,145,79,351274,17,0,2202,7.9272,7.568876779,2488,0,,176,145
1084946364,-404089848,1803192228,145,79,353199,17,0,2202,7.9272,7.568876779,2490,0,,176,145
1084946366,-404089994,1803192722,145,77,353605,17,0,2202,7.9272,7.568876779,2490,888,,176,145
1084946373,-404090631,1803194501,144,77,355102,17,0,2193,7.8948,7.5999392,2489,,,176,144
1084946382,-404091183,1803196842,142,80,357001,17,0,2183,7.8588,7.634753397,2489,894,,176,142
1084946384,-404091027,1803197338,145,80,357413,17,0,2183,7.8588,7.634753397,2488,894,,176,145
1084946385,-404090919,1803197587,142,77,357631,17,0,2183,7.8588,7.634753397,2488,0,,176,142
1084946388,-404090591,1803198275,142,76,358245,17,64,2174,7.8264,7.666360012,2486,0,,176,142
1084946393,-404090045,1803199318,142,77,359203,17,0,2155,7.758,7.733952049,2485,881,,176,142
1084946397,-404089673,1803200252,142,76,360008,17,64,2127,7.6572,7.83576242,2484,881,,176,142
1084946407,-404088734,1803202473,144,79,361941,17,0,2071,7.4556,8.047642041,2484,0,,176,144
1084946417,-404087734,1803204826,144,80,363990,17,0,2043,7.3548,8.157937673,2485,,,176,144
1084946422,-404087271,1803205936,144,79,364953,17,64,2043,7.3548,8.157937673,2485,,,176,144
1084946432,-404086331,1803208452,142,78,367091,17,0,2043,7.3548,8.157937673,2485,0,,176,142
1084946436,-404086022,1803209577,140,80,368009,17,0,2053,7.3908,8.118201007,2486,0,,176,140
1084946441,-404085669,1803210922,137,81,369103,17,0,2081,7.4916,8.008970046,2486,0,,176,137
1084946447,-404085172,1803212420,140,79,370352,17,64,2099,7.5564,7.940289027,2483,,,176,140
1084946448,-404085089,1803212648,139,79,370544,17,64,2099,7.5564,7.940289027,2483,,,176,139
1084946458,-404084346,1803215087,137,79,372559,17,64,2081,7.4916,8.008970046,2483,894,,147,137
1084946462,-404084022,1803216115,137,80,373409,17,0,2071,7.4556,8.047642041,2483,0,,147,137
1084946467,-404083744,1803217442,136,78,374471,18,64,2062,7.4232,8.08276754,2483,,,72,136
1084946474,-404083246,1803219300,138,79,375985,17,64,2081,7.4916,8.008970046,2483,0,,88,138
1084946485,-404082756,1803222045,137,78,378163,17,0,2081,7.4916,8.008970046,2482,0,,72,137
1084946495,-404082334,1803224753,138,78,380301,17,64,2071,7.4556,8.047642041,2482,0,,32,138
1084946505,-404081960,1803227496,139,79,382456,18,64,2081,7.4916,8.008970046,2483,,,57,139
1084946509,-404081842,1803228642,137,80,383351,18,0,2090,7.524,7.974481659,2484,0,,44,137
1084946513,-404081779,1803229662,134,78,384143,18,64,2099,7.5564,7.940289027,2484,0,,44,134
1084946518,-404081736,1803230912,137,78,385114,18,64,2099,7.5564,7.940289027,2484,0,,57,137
1084946521,-404081681,1803231683,138,79,385714,18,64,2090,7.524,7.974481659,2483,894,,44,138
1084946532,-404081658,1803234441,138,80,387852,18,0,2062,7.4232,8.08276754,2483,894,,44,138
1084946533,-404081668,1803234702,138,80,388055,18,0,2062,7.4232,8.08276754,2483,894,,44,138
1084946540,-404081734,1803236559,141,79,389496,18,64,2053,7.3908,8.118201007,2485,,,57,141
1084946546,-404081826,1803238162,144,78,390744,18,64,2053,7.3908,8.118201007,2487,0,,108,144
1084946556,-404082199,1803240861,142,79,392866,18,64,2062,7.4232,8.08276754,2485,0,,147,142
1084946557,-404082241,1803241159,142,79,393100,18,64,2071,7.4556,8.047642041,2485,0,,147,142
1084946562,-404082484,1803242449,139,79,394126,18,0,2071,7.4556,8.047642041,2485,0,,176,139
1084946569,-404082810,1803244216,137,78,395532,18,0,2071,7.4556,8.047642041,2484,0,,147,137
1084946572,-404082956,1803244958,137,79,396122,18,64,2071,7.4556,8.047642041,2483,0,,147,137
1084946578,-404083233,1803246419,138,78,397284,18,0,2071,7.4556,8.047642041,2485,0,,147,138
1084946588,-404083675,1803249101,139,78,399405,18,64,2062,7.4232,8.08276754,2485,0,,162,139
1084946589,-404083751,1803249366,139,79,399622,18,64,2062,7.4232,8.08276754,2485,0,,162,139
1084946591,-404083864,1803249944,139,79,400083,18,64,2062,7.4232,8.08276754,2484,0,,162,139
1084946598,-404084229,1803251695,139,79,401483,18,64,2081,7.4916,8.008970046,2483,0,,162,139
1084946608,-404084749,1803254402,138,78,403636,18,64,2081,7.4916,8.008970046,2482,0,,72,138
1084946614,-404085185,1803255940,138,79,404898,18,64,2090,7.524,7.974481659,2480,0,,72,138
1084946620,-404085651,1803257327,140,79,406061,18,64,2081,7.4916,8.008970046,2481,0,,88,140
1084946629,-404085931,1803259722,138,80,407938,18,0,2071,7.4556,8.047642041,2481,0,,108,138
1084946635,-404086364,1803261335,135,79,409251,18,64,2071,7.4556,8.047642041,2483,,,72,135
1084946639,-404086701,1803262437,135,80,410163,18,0,2081,7.4916,8.008970046,2483,,,72,135
1084946647,-404087492,1803264292,137,80,411782,18,0,2109,7.5924,7.902639482,2481,0,,108,137
1084946654,-404087901,1803266070,135,77,413213,18,64,2090,7.524,7.974481659,2481,0,,108,135
1084946662,-404088056,1803268436,134,77,415030,18,64,2071,7.4556,8.047642041,2480,0,,147,134
1084946670,-404089022,1803270326,136,78,416758,18,64,2071,7.4556,8.047642041,2479,0,,162,136
1084946678,-404090153,1803272125,139,80,418504,18,0,2081,7.4916,8.008970046,2478,0,,147,139
1084946680,-404090448,1803272597,140,80,418962,18,0,2090,7.524,7.974481659,2478,0,,147,140
1084946684,-404090978,1803273507,143,80,419824,18,0,2099,7.5564,7.940289027,2478,,,147,143
1084946687,-404091506,1803274096,143,80,420497,18,0,2109,7.5924,7.902639482,2478,0,,162,143
1084946695,-404093242,1803275027,145,80,422279,18,0,2127,7.6572,7.83576242,2478,0,,129,145
1084946705,-404095390,1803276276,143,79,424502,18,64,2155,7.758,7.733952049,2479,0,,176,143
1084946707,-404095795,1803276592,142,78,424950,18,64,2165,7.794,7.698229407,2480,0,,162,142
1084946712,-404096828,1803277187,139,76,426017,18,64,2174,7.8264,7.666360012,2480,0,,162,139
1084946716,-404097579,1803277613,139,77,426791,18,0,2174,7.8264,7.666360012,2480,,,162,139
1084946721,-404098652,1803278201,139,79,427887,18,64,2165,7.794,7.698229407,2485,,,147,139
1084946724,-404099297,1803278553,142,79,428545,18,64,2165,7.794,7.698229407,2487,0,,176,142
1084946733,-404101134,1803280024,141,79,430601,18,0,2202,7.9272,7.568876779,2480,0,,176,141
1084946736,-404101704,1803280537,139,76,431262,18,64,2211,7.9596,7.53806724,2480,0,,176,139
1084946739,-404102244,1803281026,136,77,431888,18,0,2221,7.9956,7.50412727,2479,0,,176,136
1084946746,-404103475,1803282120,137,77,433314,18,64,2221,7.9956,7.50412727,2479,0,,162,137
1084946750,-404104158,1803282723,140,77,434104,18,64,2211,7.9596,7.53806724,2481,0,,147,140
1084946754,-404104861,1803283387,142,77,434937,18,64,2183,7.8588,7.634753397,2484,0,,162,142
1084946755,-404105035,1803283583,142,77,435158,18,64,2183,7.8588,7.634753397,2485,,,162,142
1084946760,-404105640,1803284575,143,76,436166,18,64,2165,7.794,7.698229407,2487,0,,162,143
1084946761,-404105537,1803284812,143,76,436368,18,0,2165,7.794,7.698229407,2486,0,,162,143
1084946769,-404105492,1803286982,142,75,438091,18,64,2146,7.7256,7.766387077,2484,0,,176,142
1084946778,-404106827,1803289065,140,77,440141,18,64,2155,7.758,7.733952049,2480,0,,176,140
1084946787,-404108491,1803290582,142,77,442105,18,64,2174,7.8264,7.666360012,2479,0,,129,142
1084946789,-404108956,1803290563,142,77,442545,18,64,2174,7.8264,7.666360012,2478,0,,129,142
1084946799,-404110978,1803289749,143,77,444400,18,64,2174,7.8264,7.666360012,2480,0,,108,143
1084946803,-404111941,1803290469,144,79,445433,18,0,2193,7.8948,7.5999392,2479,,,129,144
1084946809,-404113158,1803291215,141,77,446681,18,64,2249,8.0964,7.410701052,2480,0,,72,141
1084946810,-404113351,1803291215,141,77,446850,18,64,2211,7.9596,7.53806724,2480,0,,72,141
1084946813,-404114079,1803291455,141,78,447537,18,0,2137,7.6932,7.799095305,2481,0,,72,141
1084946819,-404115752,1803291689,139,76,449070,18,64,2127,7.6572,7.83576242,2481,0,,57,139
1084946824,-404117255,1803291191,140,78,450522,18,0,2155,7.758,7.733952049,2480,0,,57,140
1084946825,-404117544,1803290990,140,78,450830,18,0,2174,7.8264,7.666360012,2480,0,,57,140
1084946831,-404118291,1803289533,139,78,452090,18,64,2155,7.758,7.733952049,2478,894,,72,139
1084946839,-404119126,1803287841,139,78,453621,18,0,2081,7.4916,8.008970046,2479,0,,72,139
1084946843,-404119742,1803287367,139,78,454289,18,0,2025,7.29,8.230452675,2479,0,,72,139
1084946845,-404120099,1803287220,138,78,454640,18,0,1997,7.1892,8.345852112,2479,894,,88,138
1084946854,-404122170,1803286394,137,78,456668,18,64,2034,7.3224,8.194034743,2479,,,88,137
1084946855,-404122406,1803286242,138,78,456916,18,64,2043,7.3548,8.157937673,2479,,,44,138
1084946862,-404124036,1803285148,139,78,458646,18,0,2099,7.5564,7.940289027,2480,0,,32,139
1084946869,-404125132,1803283809,139,80,460112,18,0,2127,7.6572,7.83576242,2478,0,,57,139
1084946877,-404126297,1803282171,141,78,461811,18,0,2118,7.6248,7.869058861,2479,0,,44,141
1084946883,-404127478,1803281461,144,77,463040,18,64,2090,7.524,7.974481659,2478,0,,57,144
1084946885,-404127815,1803281186,144,78,463418,18,0,2081,7.4916,8.008970046,2479,0,,57,144
1084946888,-404128431,1803280787,147,78,464071,18,0,2071,7.4556,8.047642041,2479,0,,108,147
1084946893,-404129489,1803280553,146,78,465080,18,0,2053,7.3908,8.118201007,2478,0,,108,146
1084946898,-404130511,1803280554,143,79,466029,18,64,2043,7.3548,8.157937673,2479,881,,72,143
1084946901,-404131175,1803280831,143,79,466695,18,0,2034,7.3224,8.194034743,2480,0,,72,143
1084946903,-404131276,1803281256,142,79,467039,18,0,2025,7.29,8.230452675,2480,0,,88,142
1084946905,-404131184,1803281705,142,77,467398,18,64,2025,7.29,8.230452675,2480,0,,88,142
1084946911,-404131327,1803283662,142,77,469007,18,64,2034,7.3224,8.194034743,2480,0,,88,142
1084946920,-404132305,1803285654,140,77,470797,18,64,2062,7.4232,8.08276754,2484,0,,108,140
1084946923,-404132677,1803286321,141,79,471417,18,0,2071,7.4556,8.047642041,2485,0,,57,141
1084946930,-404133230,1803288014,143,78,472834,18,64,2071,7.4556,8.047642041,2485,894,,108,143
1084946932,-404133129,1803288444,143,79,473194,18,0,2071,7.4556,8.047642041,2483,894,,108,143
1084946934,-404132807,1803288797,144,79,473596,18,0,2071,7.4556,8.047642041,2481,894,,72,144
1084946940,-404131801,1803289450,145,76,474676,18,64,2071,7.4556,8.047642041,2480,0,,88,145
1084946942,-404131406,1803289568,144,77,475051,18,64,2053,7.3908,8.118201007,2481,0,,129,144
1084946944,-404130932,1803289667,146,76,475491,18,0,2053,7.3908,8.118201007,2482,0,,162,146
1084946945,-404130745,1803289739,144,76,475668,18,0,2043,7.3548,8.157937673,2482,894,,176,144
1084946951,-404129671,1803290413,143,76,476790,18,64,2006,7.2216,8.308408109,2483,0,,176,143
1084946959,-404128336,1803291488,141,78,478299,18,0,1978,7.1208,8.426019548,2485,0,,176,141
1084946961,-404127921,1803291675,144,77,478707,18,64,1978,7.1208,8.426019548,2484,0,,162,144
1084946962,-404127698,1803291793,141,77,478934,18,0,1969,7.0884,8.464533604,2483,894,,176,141
1084946966,-404126643,1803292010,142,75,479931,18,64,1978,7.1208,8.426019548,2481,0,,176,142
1084946974,-404124823,1803292730,141,77,481722,18,64,2015,7.254,8.271298594,2480,0,,147,141
1084946979,-404124201,1803293365,142,76,482509,18,64,2006,7.2216,8.308408109,2480,0,,162,142
1084946986,-404122054,1803293172,141,77,484528,18,64,2006,7.2216,8.308408109,2479,0,,147,141
1084946990,-404121202,1803294363,139,77,485705,18,64,2099,7.5564,7.940289027,2478,,,147,139
1084946998,-404119692,1803295457,138,78,487351,18,64,2090,7.524,7.974481659,2478,0,,129,138
1084947005,-404118519,1803296805,139,76,488865,18,64,2081,7.4916,8.008970046,2478,0,,147,139
1084947015,-404116833,1803298714,139,77,491035,18,64,2174,7.8264,7.666360012,2479,894,,162,139
1084947020,-404116384,1803299816,140,78,491991,18,0,2155,7.758,7.733952049,2478,0,,176,140
1084947026,-404115197,1803300096,140,77,493159,18,64,2127,7.6572,7.83576242,2478,0,,176,140
1084947034,-404113374,1803300542,139,77,494896,18,64,2118,7.6248,7.869058861,2476,,,88,139
1084947040,-404112128,1803301093,140,78,496128,19,0,2127,7.6572,7.83576242,2477,,,72,140
1084947045,-404110876,1803301896,138,78,497483,18,0,2146,7.7256,7.766387077,2477,894,,57,138
1084947046,-404110721,1803302166,138,78,497737,18,64,2155,7.758,7.733952049,2477,894,,57,138
1084947053,-404110007,1803304011,138,78,499321,18,0,2193,7.8948,7.5999392,2476,894,,129,138
1084947057,-404109489,1803304871,141,78,500145,19,0,2221,7.9956,7.50412727,2476,0,,108,141
1084947062,-404108664,1803305826,140,77,501217,19,64,2230,8.028,7.473841555,2475,0,,108,140
1084947064,-404108318,1803306147,141,76,501624,19,64,2230,8.028,7.473841555,2475,0,,108,141
1084947071,-404106885,1803307094,141,76,503156,19,64,2230,8.028,7.473841555,2474,0,,147,141
1084947078,-404105472,1803307624,140,77,504546,19,64,2230,8.028,7.473841555,2475,0,,108,140
1084947087,-404103588,1803308631,140,76,506470,19,64,2211,7.9596,7.53806724,2475,0,,72,140
1084947097,-404101582,1803309622,140,77,508492,19,64,2193,7.8948,7.5999392,2473,894,,44,140
1084947100,-404100974,1803309904,141,78,509098,19,0,2183,7.8588,7.634753397,2473,0,,72,141
1084947105,-404099832,1803310306,138,76,510204,19,64,2183,7.8588,7.634753397,2472,0,,88,138
1084947114,-404097968,1803310954,140,77,512009,19,64,2174,7.8264,7.666360012,2473,0,,72,140
1084947124,-404095812,1803311673,143,78,514090,19,0,2146,7.7256,7.766387077,2474,0,,32,143
1084947133,-404093812,1803312183,145,79,515989,19,0,2137,7.6932,7.799095305,2474,894,,57,145
1084947142,-404091851,1803312537,148,79,517830,19,64,2127,7.6572,7.83576242,2474,0,,129,148
1084947143,-404091648,1803312576,149,79,518020,19,64,2118,7.6248,7.869058861,2474,0,,108,149
1084947150,-404090085,1803312783,152,79,519483,19,64,2099,7.5564,7.940289027,2475,0,,162,152
1084947152,-404089584,1803312889,152,82,519955,19,0,2099,7.5564,7.940289027,2475,0,,162,152
1084947160,-404087930,1803312906,150,73,521501,19,0,2081,7.4916,8.008970046,2474,0,,176,150
1084947167,-404086623,1803313099,149,74,522726,19,64,1987,7.1532,8.387854387,2477,0,,176,149
1084947178,-404084444,1803313034,152,75,524753,19,64,1866,6.7176,8.931761343,2477,0,,176,152
1084947180,-404084061,1803313066,152,76,525109,19,64,1857,6.6852,8.975049363,2477,0,,176,152
1084947184,-404083280,1803313034,148,77,525833,19,64,1838,6.6168,9.067827349,2474,881,,176,148
1084947187,-404082655,1803313048,142,75,526415,19,64,1838,6.6168,9.067827349,2474,0,,176,142
1084947190,-404082131,1803313081,139,79,526904,19,0,1829,6.5844,9.112447603,2475,0,,176,139
1084947194,-404081358,1803312977,136,77,527620,19,64,1819,6.5484,9.162543522,2475,881,,147,136
1084947203,-404079199,1803313045,133,77,529623,18,64,1819,6.5484,9.162543522,2476,881,,44,133
1084947206,-404078582,1803313032,133,77,530196,19,0,1838,6.6168,9.067827349,2476,894,,44,133
1084947215,-404076675,1803312966,134,78,531971,18,0,1903,6.8508,8.758101244,2475,0,,147,134
1084947221,-404075294,1803312826,131,76,533260,18,64,1931,6.9516,8.631106508,2475,0,,72,131
1084947225,-404074413,1803312901,132,77,534084,18,0,1950,7.02,8.547008547,2475,0,,57,132
1084947235,-404072115,1803312914,132,78,536225,18,0,1997,7.1892,8.345852112,2476,0,,57,132
1084947236,-404071893,1803312934,133,78,536432,18,0,1997,7.1892,8.345852112,2476,0,,25,133
1084947244,-404070087,1803313067,133,79,538116,19,0,2025,7.29,8.230452675,2475,0,,25,133
1084947252,-404068230,1803313047,134,77,539842,19,0,2034,7.3224,8.194034743,2476,894,,12,134
1084947259,-404066575,1803313106,137,77,541389,18,64,2062,7.4232,8.08276754,2477,894,,18,137
1084947260,-404066420,1803313267,138,79,541579,18,64,2062,7.4232,8.08276754,2478,894,,18,138
1084947266,-404065245,1803313791,140,77,542759,19,0,2081,7.4916,8.008970046,2478,0,,18,140
1084947272,-404063728,1803314405,138,79,544254,19,64,2099,7.5564,7.940289027,2477,0,,25,138
1084947273,-404063530,1803314635,138,79,544510,19,64,2109,7.5924,7.902639482,2477,0,,25,138
1084947280,-404062047,1803315657,138,78,546111,19,0,2183,7.8588,7.634753397,2479,0,,18,138
1084947287,-404060404,1803316325,138,79,547728,19,64,2230,8.028,7.473841555,2477,0,,18,138
1084947296,-404058548,1803317529,139,80,549691,19,0,2249,8.0964,7.410701052,2479,0,,18,139
1084947305,-404056577,1803318671,141,79,551733,19,64,2249,8.0964,7.410701052,2479,0,,7,141
1084947312,-404055162,1803319772,141,78,553310,19,0,2258,8.1288,7.381163271,2478,0,,18,141
1084947321,-404053253,1803321151,141,78,555389,19,0,2277,8.1972,7.319572537,2478,,,12,141
1084947328,-404051749,1803322092,140,78,556973,19,0,2286,8.2296,7.290755322,2478,0,,12,140
1084947335,-404050254,1803322954,140,78,558512,19,0,2295,8.262,7.262164125,2477,0,,12,140
1084947341,-404048892,1803323200,140,80,559796,19,0,2277,8.1972,7.319572537,2480,0,,12,140
1084947344,-404048231,1803323349,140,82,560429,19,0,2277,8.1972,7.319572537,2480,0,,12,140
1084947354,-404046192,1803324412,140,79,562523,19,64,2258,8.1288,7.381163271,2478,0,,25,140
1084947355,-404045981,1803324630,141,79,562781,19,64,2249,8.0964,7.410701052,2478,0,,25,141
1084947362,-404044591,1803325836,141,78,564358,19,0,2258,8.1288,7.381163271,2477,0,,25,141
1084947363,-404044399,1803326019,141,78,564583,19,0,2249,8.0964,7.410701052,2477,0,,25,141
1084947371,-404043262,1803327752,142,79,566294,19,0,2230,8.028,7.473841555,2477,881,,32,142
1084947378,-404042408,1803329415,139,79,567807,19,0,2211,7.9596,7.53806724,2479,894,,18,139
1084947381,-404041998,1803330159,139,78,568500,19,64,2211,7.9596,7.53806724,2479,894,,18,139
1084947391,-404040888,1803332671,139,78,570708,19,64,2211,7.9596,7.53806724,2477,0,,18,139
1084947398,-404040239,1803334389,139,78,572176,19,0,2202,7.9272,7.568876779,2477,0,,18,139
1084947408,-404039464,1803337012,138,78,574340,19,0,2183,7.8588,7.634753397,2477,0,,12,138
1084947411,-404039248,1803337779,138,77,574968,19,64,2183,7.8588,7.634753397,2477,0,,12,138
1084947418,-404038893,1803339663,139,78,576466,19,0,2174,7.8264,7.666360012,2477,,,18,139
1084947426,-404038517,1803341893,139,79,578237,19,64,2174,7.8264,7.666360012,2477,0,,12,139
1084947435,-404038443,1803344480,140,80,580252,19,0,2183,7.8588,7.634753397,2477,0,,12,140
1084947441,-404038959,1803346114,140,78,581609,19,0,2202,7.9272,7.568876779,2477,0,,12,140
1084947450,-404039878,1803348183,139,78,583416,19,0,2193,7.8948,7.5999392,2477,0,,7,139
1084947457,-404040213,1803349761,139,77,584733,19,0,2165,7.794,7.698229407,2477,,,18,139
1084947464,-404039904,1803351193,137,79,585869,19,64,2118,7.6248,7.869058861,2479,0,,32,137
1084947465,-404039853,1803351420,136,78,586050,19,64,2118,7.6248,7.869058861,2479,0,,32,136
1084947470,-404039032,1803352492,134,74,587215,19,64,2015,7.254,8.271298594,2478,0,,25,134
1084947474,-404038389,1803352994,135,75,587931,19,64,1959,7.0524,8.507742045,2480,,,18,135
1084947475,-404038247,1803353180,135,74,588127,19,64,1950,7.02,8.547008547,2481,0,,18,135
1084947482,-404037011,1803354435,137,76,589637,19,64,1931,6.9516,8.631106508,2480,0,,18,137
1084947490,-404035475,1803355980,138,79,591547,19,64,2099,7.5564,7.940289027,2478,894,,25,138
1084947498,-404034762,1803358481,139,79,593599,19,64,2155,7.758,7.733952049,2478,0,,25,139
1084947500,-404034551,1803358837,138,79,593933,19,64,2165,7.794,7.698229407,2478,0,,32,138
1084947507,-404033878,1803360559,135,78,595408,19,0,2155,7.758,7.733952049,2477,0,,32,135
1084947509,-404033661,1803361048,135,78,595837,19,0,2155,7.758,7.733952049,2477,0,,32,135
1084947517,-404032920,1803362942,138,79,597462,19,0,2146,7.7256,7.766387077,2478,0,,25,138
1084947519,-404032745,1803363474,138,78,597906,19,0,2155,7.758,7.733952049,2478,,,25,138
1084947527,-404032033,1803365389,135,78,599533,19,64,2155,7.758,7.733952049,2477,0,,12,135
1084947530,-404031778,1803366088,134,78,600124,19,64,2155,7.758,7.733952049,2477,0,,12,134
1084947535,-404031298,1803367160,134,78,601069,19,0,2146,7.7256,7.766387077,2478,,,12,134
1084947545,-404030545,1803369743,133,79,603189,19,64,2127,7.6572,7.83576242,2479,0,,25,133
1084947554,-404029759,1803372041,132,77,605120,19,64,2137,7.6932,7.799095305,2480,0,,25,132
1084947564,-404028609,1803374328,131,79,607192,19,64,2127,7.6572,7.83576242,2480,0,,18,131
1084947566,-404028377,1803374748,132,80,607583,19,0,2127,7.6572,7.83576242,2480,0,,25,132
1084947576,-404027080,1803377016,130,80,609715,19,0,2127,7.6572,7.83576242,2484,894,,72,130
1084947577,-404026971,1803377254,130,83,609925,19,0,2127,7.6572,7.83576242,2484,894,,72,130
1084947581,-404026481,1803378203,133,82,610790,19,64,2137,7.6932,7.799095305,2484,894,,72,133
1084947586,-404025860,1803379429,136,82,611902,19,0,2155,7.758,7.733952049,2483,0,,44,136
